label,title,text
2,Simply-Great!,"Having first a strong love for blues guitar, it was easy to love this album. This was also my first Kenny CD, and I've bought many since then. Kenny has also become my overall favorite jazz guitarist and that's from serious competition from Wes, Johnny Smith, Joe Pass,Tal Farlow, and other top players. Kenny's approach is just cool, his tone great, and it's also what he doesn't do that makes him great! This album says it all for me."
2,Great resource,This book provides a step by step way to handle odd children and I have recommended it to the parents I work with for their children. As a therapist this is a great resource
1,Deja Vu all over again,"Basically a rehash of other books he has written(the others are a rehash of each other). Of some value if you have not read the others. If you have, dont waste time or money."
1,Snoop Needs Ta Please Believe!,"Please Believe That This Album Is Bootsy Fasheez. Tha Only CKredit I Give This Album Is Tha Beats And Tha Hooks. Overall All I'm Hearin Is A Wanna Be E-Feezy, Fasheezy My Neezy. Mayn We've Been Poppin Our CKollah In Tha Yay Fa Years Ya Heard. All Tha Slang Used By Snoop On This Album Is Straight Up Bay Area Slang. Aye Snoop Where Tha CKredit Fa Usin Them. Ya Know! Anyways Fa Ya Snoop Fans That Dont Feel Me, Listen Ta His LyriCKs And Think I've Heard That Befoe. Its BeCKause U Did On His Last Album And Tha One Befoe That And So On. Alot Of recycled LyriCKs. Welps Thats All I Gotsta Say. One Mo Gin Fa Tha BloCK."
2,If your into action you will like this book,This book is about a kid named Jethro and he is the only boy at home because his older brothers are in the army.He is trying to take care of his family during Civil War.
2,Arabian Business Culture,Simply produced book but very informative. A good read with very relevant information for anyone about to work in the middle east.
2,Rain Guage,I bought this rain gauge for my father and he loves it. He says it really is the world's coolest rain gauge.
2,Exactly what I hoped for,Boxwave bodysuit keeps my Kindle Fire from easily slipping out of my hand. Especially while reading in bed. Great buy.
1,Glad the movie was free.,I couldn't tell if some of the caste has other things to do and talked fast to get this over with and the other half was plumb drunk with cotton balls stuffed in their mouths. I missed much of the dialogue.The story was good but the talking was annoying for the above reasons. Watching True Grit was an okay way to kill some time but I am glad I didn't bother going to a theater to see it.
1,Don't waste your money,We have many Leap Frog products that we are happy with but this isn't one of them. It is to hard for a child to follow or interact with. You have to hold the pages down to keep young hands from turning to the wrong page. There are to many options to touch which makes it hard for a child to follow. It just doesn't flow very well. Our daughter just wants to push the On/Off button. We both get much more out of siting down and reading a book the old fashion way.
2,excellent everyday use watch.,"i got 3 days with it , is bigger than i though a litle tricky to set the time but it got directions how to use in the wacthbox the only bad thing is than this watch does not have indigloo light."
2,A good workout for the entire body!,"I bought this video because of the blurb ""two 20 minute workouts"" on the cover; like many people, I have little time and was looking for quick workouts. This workout is divided into two 20-minutes segments, but they are certainly not two separate workouts! That aside, this tape works your entire body from your legs and buns to your arms. Austin alternates between upper body, abs and lower body exercises, using weights and a stability ball. I'm beginning to exercise again after a break, and I found this tape doable but a good challenge, although advanced exercisers may want a higher degree of difficulty.Austin and her on-air cast demonstrate exercises clearly and Ms. Austin is easy to follow. Her unending perkiness and enthuisiastic chatter could be a bit annoying (""Let's see your smiling face!""), but she deserves full credit for her dedication to her work. All in all, this is a good buy, and regular use will certainly produce results."
2,Great Lakes Light Review,"I have found this book very helpful in locating lighthouses in my backyard that I never knew existed. I have long been a fan of lighthouses, and this book has intensified my search to see as many of the lighthouses around my area as I can. I also like the fact the directions are given to make finding each lighthouse easier to find---with these directions, I should be able to find a lot more lighthouses in my own area, and not have to go traveling great distances to see one. Thanks for publishing such a great book!!!!!!!!!!!"
1,Very poor book,This book makes Jesus out to be just a regular man. The misrepresentations start with Joseph being Jesus real father. To the end where Jesus has no discussion with the thieves on the cross and didn't even die on the cross. He is drugged and taken down still alive. The book ends. Horrible book..
1,"Same book, different cover",I'll repeat what an August 5th reviewer stated : If you've already bought the book How To Talk To Anyone - 92 Little Tricks for Big Success in Relationships by the same author then don't buy this book as it is the same. I bought both of them together and was really annoyed when I discovered they were the same. How can someone re-write a book under a different title without any mention of this fact on the book cover ?You'll also note that Editorial review of both books is the same and have the same quotes from Larry King and McKay. Shame on Amazon for not giving me a full refund!
1,why did they make this!!!!!???????,Why even make this??? I could have made a better movie myself!!!!!!!!!!!! annabeth doesn't even have blond hair??? that would have beenb easy to fix!! well end of reveiw!!!!!
2,Convenient,"Overall a good buy. It is convenient to use, comes with three charging options that are also very convenient (including a usb cable that fits into a port on phone car charger), and so far seems to hold a charge for a long enough time even when in use. The unit would probably even stay put in my ear without the over-ear attachement, but I found that as I spoke and moved my jaw it was better to have the loop on. The different-sized attachments for the soft gel piece that actually goes into your ear is perfect for my hard-to-fit ears. The only negatives I've found are that the microphone seems to catch more wind noise than I had hoped, and sometimes it seemed to randomly cut out but there were other possible reasons for that problem. I would defnitely recommend it to others."
2,A+++,This book is the most interesting book about the American Empire I have ever read. The history and implications are just fascinating.
2,"Great value, great monitor","I researched the Proview monitor before buying because to be quite frank, I'd never heard of Proview before and wanted to be sure I wasn't buying a 19"" piece of trash. I found some mixed reviews on Circuit City's website with the main complaint being a broken pixel or two out of the box. I've had this monitor for a year and a half now and have had no issues what so ever. Installation was a breeze (exactly the same as any other monitor). The only short lived problem I had when using it was at first the sides of the monitor were blurry. I used the menu button on the bottom of the screen and selected auto and everything cleared right up. I love this monitor and love the space that it gives me!UPDATE: 1-6-07, I've had this monitor now for 2 1/2 years and it's working like a charm with absolutely no problems what so ever."
1,whiteness of a different color,The book constantly repeats itself along the same line. It is very offensive to be subjected to the same ethnic stereotypes we have heard all of our lives. What is the point? JTD
2,An important critical anthology,"This was one of the first anthologies of critical essays to center on American- Jewish Literature. One of the essays entitled 'Breakthrough' spoke about the new place in American literature Bellow, Roth, Malamud et al. were making at the time. What is interesting is that thirty years afterwards American Jewish Literature is still alive, and that many new voices have emerged who have a more positive relation to their Jewish heritage, than most of those in the fifties- sixties generations did."
2,This will be a GREAT book !!,"Ever wonder how a new breed of dog comes into being? In the Shiloh Shepherd Story, breed founder, Tina Barber tells how her dream of an ideal dog - the Shiloh Shepherd - was conceived and is still being developed.This is not a dry book, but rather a fascinating story of one woman's determination to overcome multiple obstacles to achieve her goal.Not only a fascinating, easy read, The Shiloh Shepherd Story is full of pictures of Shiloh Shepherds. I am so happy that this book is coming out so that the truth about Shiloh Shepherds will be available to everyone.Unlike some who have put a review here - I HAVE read the manuscript - several times. It would be nice if Amazon required reading of a book before allowing a review to be placed on their site. How can a review be written of a book if someone has not read it?"
2,Great Album - Lots of Fun,"This is a great album, a lot of fun to listen to. I love Perfect Day, Succes, and yes - I think their cover of 911 is a Joke is fantastic."
2,A few words to viewers............,"First of all I just wanted to say that this book and all of her others were great. At the moment, I am waiting for the second book of her third series, Circle of Magic. To fans of Tamora Pierce- I think Tamora Pierce made a different series of books because she might have thought that if she wrote more about Numair and Daine the books would get a little boring or stupid or something. I wouldn't really know why she made a different series of books, but that's just my suggestion or thought of why she did so. You never know, she might talk about them in another book, but right now, I surely wouldn't know. I just wanted to get my little point out. I'm only 11 years old and I already have a favorite author and I was able to read one and a half series of that author's books in a matter of three days. Um......well, I'm sorry for taking up so much space on the page, but I needed to say something. See ya!! Juli"
1,Shreds apart,"These were bought for slippers. What a mistake! Every time I took them off, my feet would leave tuffs of lambswool everywhere. Within a month there was not any lambswool left on the insole."
2,"Great vest, great value",Great extra layer for the winter.Very good quality. Generous pockets.Extremely comfortable.Logo over the breast is pleasantly inconspicuous.
2,Dark but real,This book was like a look into the mind of another person and realizing that we're not all these bright happy creatures. There isn't always a happy ending- just an ending
2,Remember that sadistic gym teacher?,"Well this video will bring back those memories. Chyna avoids the latest and greatest exercise craze and instead relies on some old standbies to build strenght. Yes the infamous squat thrust makes its evil return as do the very basic push up. I like the common sense approach that Chyna takes although some of the routines are difficult for those who might have knee problems as they rely a lot on deep knee bends. Even if you do not choose to work out with Chyna, this tape does provide some good suggestions for exercises that anyone may wish to integrate into their programs and some limited instruction in how to do them safely. Not recommended for those who use to hate gym classes that met at eight in the morining in the rain for some good old fashion grunting and sweating."
2,great replacement,Great replacement. Used it in my 2006 Dodge 2500 mega cab. yes it works and fits fine. Only reason I gave it a 4 star rather then 5 is because on the first two settings it has a wineding sound that is anoying.
1,Bad stitching,Crotch blew out after a week. Luckily I'm handy with a needle and thread. Other than that they seem like decent material.
1,Incompatability,I purchased the DVD from the U.S. to use in Australia and it is totally useless - no warning was given with regard to the different zones around the world and the incompatability issue. Very disappointed.
1,Please end this movie. . .,". . .the actors do a fine job. The photography does not offend. The story (no pun intended) had some potential.I thought the movie would never end.In a nutshell, I would assume this is a like it or dislike it film (I can't imagine either love or hate for this.) My reason for disliking it is I could not empathize with most of the folks I thought I SHOULD empathize with. I found it, therefore, difficult to really care what happened next. There were some holes and incongruities in the story which could be overlooked, but required, in my case, that I KNOW I was overlooking them.For me, then, this story -- even though well ""packaged"" was too much work for too little reward.I gave it two stars because the acting was good, and the actors deserve to their due. The story, the story, approached a type of lameness that this director and these actors would be expected (usually) to avoid."
1,SHOULDABOUGHTNEW,"By complete set of Laura Ingalls Wilder books, I assumed that I would get them all. The set I received did not include""Little House in the Big Woods"". The condition of the books was listed as Acceptable - HA! All of the books I received are falling apart, and cannot be opened without falling apart. I do not want my money back, I just will always orderNEW BOOKS. The person I ordered these from ruined this experience for me."
2,Great service and good movie,"I received free shipping on this movie, and the movie arrived within two days after I placed the order. I ordered the movie as a gift for my husband, and he enjoyed the movie. This is one of the few family friendly movies I have seen recently that has a positive message. The movie was a good price, and I would recommend the movie as a gift for anyone that is interested in sports."
1,"pretty dull, zero footage","3 or 4 stories mixed with some good graphic representations. However, there's no footage and there's nothing shockingly new about the ""encounters"". It is interesting to hear the perspective of a few people who claim to have been abducted, babies taken, etc.. I still think it's military, and the little green men are hypnotically induced. Though this video would have you draw other conclusions."
1,halfway up the mountains write about halfway up the mountains,"This is an insightful book, well written, well documented and easy to understand.I only give it a 2star rating because, ironicly, some of the experts who are quoted, in fact the one who is quoted the most happen to be abusive, halfway up the mountain guru's themselves. With this the book's credability is undermined."
1,TERRIBLE,"Not only did I order a book in ""good"" condition, and it came in ""awful"" condition....I ordered a hardcover, and it was a paperback! I have given this company two chances and they have failed miserably both times! Terrible Liars."
1,cheap is not always good,"Read the title again. Bought this for a gift and I did not know much about electronics, my husband does. Lets just say this he told me it was a nice thought but this system is not compatablie with most tv's"
1,Someone set this player up the bomb!,"I bought one of these little zigs two weeks ago, and strugled with it for like three hours before I could get it to connect wich it only did once the refused to do ever again. Then I found out the headphone jack doesn't work.What you say? Theres no way I'm calling tech support and paying 7 dollars (my dad would kill me) just to have them tell me that ""all my bases belong to them"" when they don't now what their doing. ... I'm firing this zig!As for you, if your reading this, you have a chance to escape - make your time!"
2,I read them all back to back and cant wait for soul of fire!,"People who read Mr.goodkinds books instantly compare them to the wheal of time by robert jordan and its obvious why we do this ,the similarities are just to close to be coinsidance,but while i was wating for mr.jordan to finally compleat another book i read these .Its like reading a fast paced exiting all the way through jordan novel. Not once did he(goodkind)devote an entire chapter to a main character sitting in a tavern with a spiced tea watching the people go buy waiting for someone special to show up. read this book and read mr.jordans latest A PATH OF DAGGERS,(witch has no begining and no ending and way to much in the middle.)youll stay awake a lot longer with RICHARD and KAHLAN than you will with RAND and EGWENE!"
2,How do dey do it?,"For each songwriter whose work has made the charts, there are hundreds of songwriters whose voice will carry only into their personal recording device. For all those songwriters in the trenches, you can finally learn how those who have had commercial success do it. I am finding it entertaining and informative. Even if you don't fancy yourself as a songwriter, discovering how the writers of your favorite songs approach their craft will be enlightening. The book is a hefty compendium of songwriting knowledge. It was delivered in a timely manner and was in the condition as described."
1,This is the only kitchenaid product I hate...,"I agree with Susan Thorson and M. Taylor ""mtpaperworks"" reviews. I really love Kitchenaid products, especially my professional stand mixer. All of them have worked wonderfully...Except for this one. When it arrived, it seemed high quality: it was very heavy, felt smooth when cutting, and was easy to hold onto. However, within a month, it was having difficulty with certain can sizes. Now it is three months later, and it doesn't successfully open anything. This is not due to blade dullness: the can and can opener won't line up correctly. It was actually easier for me to use a bottle opener to pry open my two cans than to use the can opener. In fact, I got angry and threw it away yesterday! I'm amazed, because I've never had a can opener just go ""kaput"" like this one did.Kitchenaid is a great company overall, but skip this product."
2,Small Jobs only not big jobs,"I recieved Mr. snowjoe as a gift for xmas and finally this weekend we got enough snow in NY to try out the little guy. Unfortunately there was too much snow for the machine to actually work. But as mentioned in previous reviews, works GREAT on stairs, patios and walk-ways. Its small and not heavy so you can easily put it away and carry the item.Over-all: Good item."
1,thin and flimsy,"Very disappointed in this product. The shirt is thin enough to see through, more like a stocking than a shirt. Also pilling badly around the collar, though my husband has worn it only a couple months. He has similar apparel in other brands that he likes much better."
2,THE MOST AMAZING BOOK EVER!,"I just have to say that this has been the most incredible book I have ever read and probably will always be. I first read it at around age 7 or so. I am now sixteen and I have read this about 5 times, and get a new joy with each time I read it! The fantasy, creativness and outside viewpoint of life make this work so wonderful. There is so much meaning underneath it that I didn't really uncover until I reread it when I was older. My best advice-Read this book! And if you already read ir-read it again! I will always be waiting for that phantom tollbooth to show up in my room one day.... NIKKI P.S. Does anybody know any works Norton Juster has created?"
2,Terrific accousitc guitar...,"Very enjoyable alternative acoustic guitar. Cited by Kaki King (the woman behind the August Rush guitar sound) as her inspiration, it's easy to see how he inspires."
2,An inspirational book about the journey of life,"Paulo Coehlo is an excellent author who takes his readers on a spiritual journey. This book makes you feel better about yourself and the possibilities before you. It shows you that no mountain is too tall to climb, no obstacle to difficult to surmount. Read it if you want to live better."
1,FEAR OF THE DARK,BE QUICK OR BE DEAD-5/10FROM HERE TO ETERNITY-2/10AFRAID TO SHOOT STRANGERS-3/10FEAR IS THE KEY-5/10CHILDHOOD'S END-4/10WASTING LOVE-4/10THE FUGITIVE-5/10CHAINS OF MISERY-6/10THE APPARITION-4/10JUDAS BE MY GUIDE-6/10WEEKEND WARRIOR-5/10FEAR OF THE DARK-7/10
2,great start for writers with a dream,I always loved the For Dummies series they are always so helpful i own several of them but This was amazing great for potential screenwriters who want to dip their toes in a little knowledge before going to school for it
2,Best pillow ever!,"I purchased this pillow at a baby expo, so I got to try it out before I bought it. I found it to keep my hips,back and head well aligned which greastly reduced my aches and pains. I even bought my 11 year old son the smaller version of this pillow, and he never sleeps without it.My husband loves this pillow, because I don't take up the entire bed anymore with my tossing and turning to find a comfortable position. In fact, I've caught him napping with it."
2,bel v955 vector,"works great for the price. there hasnt been a situation where it has saved me from a ticket yet but i have picked up Ka signals long before i saw the cop. only downside is it has random laser alerts such as in a residential area. i havent been able figure out whats setting it off but it seems to go off more at night. and i know there is only 1 undercover officer in the area that uses lidar. overall great product, id recommend it"
2,"You'll feel like ""coming out"" again and again...","I extremely enjoyed this brilliant work. Being only fourteen, I could relate to all of the things the characters were going through. This book examines the struggles of the modern gay teen, the pressures from parents they experience, and the wonderful feelings of knowing that they're not alone in this world. I highly suggest this book to anyone regardless of their age, and to pick up a copy of the second book, ""Rainbow High"" as well. Alex Sanchez truly deserves to be named the modern Shakespeare!"
1,Not cool at all,"I was a little skeptical about finding a ""cool"" name in a book called ""Cool Names"", and I was right to be. I know cool is a matter of opinion, but most of the names in this book are simply ridiculous-- is anyone actually going to name their child Salmon or Experience? This slim book appears to be random lists of words that the authors have grouped into categories like ""Spiritual Names"" or ""Artist Names"". If you are looking for a unique name I suggest The Baby Name Wizard, which will tell you about the popularity of a name, if it rising or declining in popularity and identify any pop culture references you may overlook (for example, that you are naming your child after a fish!)"
2,FANTASTIC,"We already had 3 cages from this manufacturer and are beyond being delighted with each one!This roomy yet portable cage was bought to house our hand raised finch at night and when we are away from home (or cooking, etc.)It features nest box openings on each cage end as well as a removable plastic divider for those who wish to breed their birds.It also comes with 4 clear seed/grit/water cups with spring-loaded closing doors. Ever have your bird escape while you had the little door open while changing the seed? Won't happen with this cage!We can't say enough how happy we are with this purchase.The only cages we have in the house are from this manufacturer/marketer.We have not had one single problem with any cage ever."
2,Excellent for children or adults,"I bought this tambourine to have at grandma's house and my son (who is 2) loves it. it is without doubt his favorite toy when we are visiting. It is refreshing to have something that is safe and entertaining that does not require batteries or flashing lights. He loves to shake it, use it as a drum and it is the perfect size for him to handle. It was an excellent buy and we will be getting one for home as well."
2,17 yrs. Old and Holdin It Down!!,"WUT CH'ALL HATERS KNOW, THIS BOY J-KWON IS MORE TALENTED THAN THE REST OF THESE NEW RAPPERS JUMPIN OFF, THE ALBUM IS GOOD, IT AINT QUITE HOTT, BUT ITS GOOD, ""17 AND IT AIN'T BEEN THE SAME ON THE BLOCK!"""
2,"Wonder Showzen is brilliant, but NOT for kids.....","Unless you want to expose your children to graphic violence, puppets having sex and an 11 year old dressed like Hitler interviewing people out on the street. BUT, for adults with a twisted sense of humor, the show is a masterpiece. It follows the classic Sesame Street format, but dirties everything up for the late night crowd. You won't learn much from this show, but you will most certainly laugh non-stop. Very wrong and very funny. A must own for fans of sick and twisted humor."
2,excelent,This books covers a vast scope of development theory. It analyzes the failure of state-run economy and success/failure of IMF/WB neorealism. This is an essential book for someone studying economic development and/or structural adjustment.
2,The Best of The Best.,This boxed set may sound kind of fuzzy but it is because most of them are kick ass demos and unreleased tracks. If you are addicted to Nirvana like me by this. Only buy it if you already like Nirvana. If you don't know who they are you are now into rock. If you havent heard them buy Nevermind. The DVD has some footage of them playing there songs.
2,Wow!,"The entire trilogy is wonderful! You have to go from the first book straight to the second book, though, to keep from freaking out (the second was my favorite). I feel like I understand more about the Roman Empire now and the similarities between our world and theirs. Very convicting. You will not regret it!"
2,Dopest rhyme of the Year,"Woah, Prodigy and Havoc have done it again with their latest effort Murda Muzik. This record is flawless and earned Prodigy ""Dopest rhyme of the Year"" in Source Magazine. What makes Mobb Deep so significant is not only their lyrics but the callabos with top notch MC's like Raekwon, Kool G Rap, Eightball, Nas and etc...Another thing about Mobb Deep is alongside Capone-N-Noreaga, they were the only east coast artists that weren't afraid to respond to Pac's ""Hit'em Up"". Peep ""Drop a Gem on 'em"" from Hell on Earth and ""LA,LA"" from CNN's War Report. In conclusion, this is a dope record and I believe the source should have gave them 5 mics instead of 4 1/2."
1,Not for me,A lot seems over-the-top to me - do NY schools really put that much pressure on 6yos? The story sort of combines romance and comedy but the comedy often seems strained (as in tearful children).
1,Unbelievably Incomplete!!,"This is my first review. But I just had to write it after using this dictionary. I am a beginning Japanese student. This dictionary is so incomplete it is amazing! I have been using it a relatively short period of time. I've looked up about 25 words. Here is a list of words I have found (so far) that are NOT in this dictionary: illegal, grandfather, forgive. And I've only used it a short time. What other ""basic"" are missing, I wonder. Yet, they do include ""Nostril"". Now there's a word I use everyday! I am just going to have to buy another. This is too incomplete."
2,GREAT Greatest Hits---Rick Nelson!!!!,I ordered the Rick Nelson Greatest Hits CD and I absolutely love it!!! I ride around in my convertible and listen to it all the time!! I had a different Greatest Hits CD but it wasn't as good as this one!!! This one has Fools Rush In AND Garden Party!!! Not to mention some of the tracks have James Burton on guitar....he was a master! He played for Elvis too! Great Greatest Hits CD!!!!
1,Nothing new here,"I didn't like it at all. I didn't find any new concepts in the book, I think it's closer to Rich dad poor dad than to an actual investment book. Very general advice.If you are interested in investment, pick up any of Peter Lynch books, Malkie's ""a random walk down street"" or, if you are into value investing ""The Warren Buffet Way"".Don't waste your time with this one."
1,Too cheap to work,"I was pleased to find a radio for so cheap, but when I tried to use it, the radio was unable to stay locked on a station for very long. If you're in an area with several competing frequencies, it will jump up and down 1-2 MHz, or continue jumping up to the far end of the spectrum.It would be great if it worked, but I'm now going to pay $10 more and get a Coby CX90 that actually works. Save your $6 and don't get this."
1,"It can call Joey, but he'll never be the ""Friends"" Joey...","Maybe in Friends, Joey was the dumb but still funny and adorable character, and he was like a complement to all the jokes and stuff the characters in Friends said, but now, I think he can't do a show on his own, he's not the same and it's just not as funny as he was in ""Friends"", and I think he'll never be.The producers tried to do something to >""continue"" with Friends, but in the end, I think they did something worse."
1,Beware: Wrong Song Titles>>>>,"Hi: As other reviewers have said, please be aware that tracks 4 and 5 are mislabelled and are actually ""Street Corner Hustler's Blues"" (Monologue)(Live)and ""World Of Trouble"" respectively....I bought this CD in a local store because it was relatively inexpensive and the ""Dead End Street"" monologue and song was on the track list...There are better and more accurate compilations of Mr. Rawls' music to be considered. I gave this one 2 stars for anyone on a limited budget who may want a sampler of some of the late singers familiar or album only songs...."
2,Timeless Classic,"Every track on this CD is worth listening to. I do not suggest it for a new Radiohead listener though, but maybe use it as a second Radiohead album purhcase. ""National Anthem"" starts off the amazing record with its electronic rock feel, which flows throughout the rest of the tracklist. ""In Limbo"" is probably my favorite song, and then ""Motion Picture..."" is one of the many mellow-ish, new age tracks, that really chills the listeners out. Great album, a must have."
2,Good Product,"I like this table because it is very functional and attractive. It was however, a little tricky to assemble. No major problem though."
1,Piece of junk,"I purchased this item to watch some old movies of my kids. I watched ONE tape and the unit stopped working. I tried everything I could to get it to work, but could not. When I finally thought I had it fixed, I put it in the VCR and it jammed the entire machine. Had to pry it out. Don't waste your money."
1,Don't waste your money!,"I bought this clothes line about 3 or 4 months ago and already every single string line has snapped, usually with my clothes on it. One of them broke without anything on it. I don't put a lot of weight on them. This is a cheap product and not worth the money. It's too bad that they aren't willing to spend a few more dollars on thicker lines so they wouldn't break."
2,Feels Good,Got hooked on Roger Clyne & the Peacemakers at their Rocky Point concert 5/2007. Their music is awesome! Got this CD and Americano!
1,Religious Bigotry,"I was skimming through the book, and he listed about 100 hundred things. He even included all the major religions except for Christianity. His book revealed so much reliigous bigotry. He included Unitarian Universalist and Unity churches as cults. Of course, he included Native American religion/spirituality and African religion/spirituality as cults. The latter definitely gets seriously demonized. Look how Voodoo is depicted. Voodoo is not necessarily bad."
2,A touts les glories de la France,"Most American designers who would persuade that they present us with so called 'French' design, actually show us American interiors with a few traditional French furniture pieces thrown in the loupe - but this doesn't make them French. (Generally they come across more English country house, really; chintz et al.) Jacques Garcia is very different! He knows the traditional interiors of France as if they are tattooed blueprints on his mind; the panelling, floors, carvings, mantles, proportions, the furniture and accessories, fabrics, architecture and art - but most importantly he has that extremely rare ability to know those idiosyncratic and intangible differences, those transcendent and ethereal distinctions of the French intellect regarding aesthetics. He has found the French soul and is sharing it with you. It is not even slightly American! If you wish to know what France IS see Garcia's book!"
1,First thing I regret purchasing from Amazon,It was not Neoprene on the sides and back and the arm rest cover. Not any better than the crap you can pickup at your local auto store. Fit was terrible and installation was difficult even with the seat removed from my truck! Will NEVER by a Saddleman product again.
1,"poor sound quality, nice design","i really like the way this looks, it's more stylish than any other bluetooth headset (arguable no one else cares-- at least they tried?). it also has a lightweight feel and as other reviewers have said, almost unnoticeable. it does not feel flimsy or shoddily constructed though. the battery is sealed in, and will either require service to replace or completely discarding the headset.i paired this with my macbook pro. the sound quality was unacceptable, both for talking and listening. it would crackle quite a bit and drop out very frequently. it seemed to be of a working quality when i was within 2-3 feet, after that it degraded to unusable (not 10 meters as it claims)."
2,amazing,i have been using this product for at least 10 years and it is great. makes my skin feel soft and clean and gets all the make up off in a soothing way. very creamy and rich
2,A Truly Awesome Alternative Band,"I have been a fan of Social Burn for awhile now, and I have to say from the moment I heard them I was impressed. They have a sort of Our Lady Peace feel to them, so if you like that type of rock you'll absolutely love this. Think Finch, Unwritten Law, laced with Creed, Zwan, and even aspects of Staind, and Puddle of Mudd. They cover a very wide sound spectrum from angry, driven songs, to the sad and emotional. Social Burn has something for everyone. Go out on a limb and buy this CD. You won't regret it."
2,Christopher Nolan Director's Collection Review,"Christopher Nolan is my favorite director. Now we get all of his best movies(except Prestige) in Blu-Ray along with a 36 page art book, 10 photo cards, and $8 off the Dark Knight Rises. The price is also very good($35 from Walmart).Movies- All the movies are amazing! I haven't seen Insomnia or Memento, but Batman Begins, Dark Knight, and Inception are my favorite movies. Really excited for Dark Knight Rises and Man of Steel(which he's producing)Photos- The photo cards are nice, as well. There's not much i can say but there like post cards with pictures from each movie.Art book-Very nice. Each page has quotes, behind the scenes pics, and summaries of each movie. There's 36 pages total.Overall- A very good-priced, high quality collection for any fan of Christopher Nolan's movie. You also get $8 bucks off the Dark Knight Rises, as I said before."
2,Zetsubou eno Hankou! Nokosareta Chousenshi Gohan to Trunks,"This is a cool book if you want to see the action from the video slowed down. It's in Japanese, lots of color and pretty cool. If you like to see the animated pics, then this is for you. If you like the more manga style, forget it. No manga here. Its a good buy, so get it!Its the story of Trunks being trained by gohan, and their fights with juunanagou and juuhachigou (17 and 18). Pretty cool."
1,The singing robot,Josh gorban has the most boring voice i ever heard it is so perfect pristene and boring. I would like this sissy to show some emotion when he sings. This guy is popular becasue middle age house wifes and lonely old hags like his boring music. Also this guy is in his early 20s why does he sound like he is 60. Old ladies there is better music out there but this review would be longer than war and peace if i were to name all of them
1,a ripoff of a Stewart and Fonda,THIS IS A BLATANT RIPOFF OF A JAMES STEWART AND HENRY FONDA IN A GENE KELLEY DIRECTED MOVIE CALLED CHEYENNE SOCIAL CLUB! THATS IS THE FOUNDATION FOR THIS STOLEN IDEA OF A NOVEL. AND ITS OK BUT NOT ANYWHERE NEAR AS GOOD AS THE MOVIE. SHAME SHAME SHAME THE AUTHOR SHOULD BE HORSEWHIP. HES NOTHING BUT A TENDERFOOT AND A PLAGARIST.KUDOS ON THE AUTHOR HIDING IT WELL.THE AUTHOR SHOULD DO THE ONLY DECENT THING AND PUT A RIFLE IN HIS MOUTH AND DO A HEMINGWAY.
1,The Handbook of Painted Decoration,"I have not received this product, please contact me as soon as possible, It did not come with the other two that I orderedYolanda Solana"
2,An Unusual Gift,"I sent these as a gift. I was told that they arrived in good shape, packed in lots of dry ice, and were very tasty."
2,Thank you !!!,Excellent book and fast shipping. I got the book in a couple of days after I placed my order.
2,Finally a darker chapter going forward,I'm big on darker storylines. I'm not a die hard fan of the Potter franchise. I never watched them in the big screen. I always wait for it on video. Watching this on Blu Ray is awesome. I can't wait for the last two movies.
1,I Hate This Phone,I Recently Bought The s710a Because This One Sucks I Will Tell You Why The Camera Is Awful Quality Reception Is Bad Extremely Thick For A Flip Phone I Can Understand My New Phone The S710A But This A Flip Phone Not One Of Them 1999 Phones Ringtones Are Very Bad Sound Quality On The s710a I Have A Mp3 Player But Here Nothing I Talked To The People At The Cingular Store They Said This Is The Best Phone Bulls**t That Is Why I Bought The Faboulus S710A
1,Width is too narrow!,"Rec'd two black chair covers today. It's standard durable canvas, but too narrow, like others have said. They don't fit our chairs from Pier 1. Tried to call the company but they're closed in the evening. Will try to return.They arrived in a heavier cardboard box with a catalog, like someone else said; instead of a lightweight shipping envelope. Who are these people? I won't ever order again from Homedecorators.com!"
1,The homonym title hints at the evangelical message,"Take every irrational conversation you've ever had with emotionally charged Gospel preachers, every ""Jesus loves you"" poster, pamphlet, and TV special, and you have the underlying theme of ""The Testament."" As a storyteller, of course, Grisham does an excellent job. However, the books proper distribution channel should be through a church. Grisham does a terrible job of intelligently conveying the trite message of the materialism of modern society. At some points in the book you wonder if Jesus will make his return then and there."
1,Disappointing!,The story started off with great promise. Then it just died. The last part is so disappointing that I can hardly finish reading it. The writer didn't seem to know what he wanted to say or how to end the story. He just made up some totally ridiculous plots to try to tie everything together. And it doesn't work!
2,Not perfect - but closer than most,"I've had this phone for a month or so now. For the most part I like it; not sure what I would have gotten instead. It works nicely, has the features I need, and the audio quality is significantly better than any other phone I've had.A few notes:- One thing that hadn't occurred to me with the slider design: there's only one display, and it's color. I'm used to using my phone as a watch, but, with this one, I have to poke it to make it turn on the backlight. For this reason alone, my next phone might be a clamshell.- The vibrator is wimpy, to the point that I miss calls sometimes.- The battery indicator is screwy - the battery is always completely full until it's empty.- Getting it configured to work with my carrier (I think they're called ATT this week) was more work than I had expected. Non-technonerd people are likely to need help to get things like web browsing or GPRS working.Overall it's a great phone, though."
